FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18
13023,GA,Bleckley County,32.435403,-83.331717,60.5,46019,41.7
13033,GA,Burke County,33.063737,-82.00389,28.2,42785,37.4
13037,GA,Calhoun County,31.521279,-84.62629,23.9,33393,39.3
13047,GA,Catoosa County,34.899393,-85.137353,394.3,55807,32.4
13053,GA,Chattahoochee County,32.347445,-84.788021,45.3,46869,25.9
13055,GA,Chattooga County,34.474179,-85.345289,83,39513,38.7
13057,GA,Cherokee County,34.244317,-84.475057,508.3,82733,22.8
13065,GA,Clinch County,30.917653,-82.702614,8.5,37593,31.7
13079,GA,Crawford County,32.709446,-83.979182,38.9,48004,39.4
13083,GA,Dade County,34.852424,-85.506201,95.6,48779,35.8
13085,GA,Dawson County,34.442842,-84.173284,105.9,68835,28.6
13087,GA,Decatur County,30.877961,-84.577744,46.6,38441,36.1
13093,GA,Dooly County,32.151995,-83.807167,38.1,37278,39.6
13109,GA,Evans County,32.151902,-81.887618,60.2,37319,37.5
13111,GA,Fannin County,34.863837,-84.319287,61.2,43439,34.3
13115,GA,Floyd County,34.263677,-85.21373,188.9,44906,33.1
13123,GA,Gilmer County,34.690541,-84.453984,66.3,47757,36.4
13129,GA,Gordon County,34.509667,-84.873862,155.1,49101,35.2
13131,GA,Grady County,30.875863,-84.244772,55,41002,37.8
13133,GA,Greene County,33.576836,-83.167103,41.3,54016,33.6
13137,GA,Habersham County,34.635108,-83.526406,155.5,51829,33.7
13141,GA,Hancock County,33.26922,-83.000465,20,31716,42.9
13159,GA,Jasper County,33.314905,-83.687892,37.8,51241,38.9
13161,GA,Jeff Davis County,31.811615,-82.636825,45.6,37211,40.4
13171,GA,Lamar County,33.07446,-84.146721,99.8,48323,40.1
13187,GA,Lumpkin County,34.568149,-83.998828,105.9,55583,29.2
13189,GA,McDuffie County,33.482464,-82.473188,85,42768,40.5
13211,GA,Morgan County,33.593732,-83.492324,51.4,57978,34.8
13221,GA,Oglethorpe County,33.866806,-83.074081,33.9,51105,36.6
13225,GA,Peach County,32.571324,-83.831978,184.3,46525,29
13227,GA,Pickens County,34.456621,-84.490256,126.8,65062,29.1
13231,GA,Pike County,33.090769,-84.386627,82.7,66901,40.9
13235,GA,Pulaski County,32.238794,-83.481855,48.2,40582,37.5
13241,GA,Rabun County,34.883026,-83.404735,44,44213,34
13249,GA,Schley County,32.263441,-84.322724,30,45378,35.3
13251,GA,Screven County,32.744751,-81.617585,22.6,39048,42.7
13253,GA,Seminole County,30.933894,-84.867592,37.1,36869,39.6
13257,GA,Stephens County,34.552914,-83.290216,146.1,45850,36.7
13265,GA,Taliaferro County,33.559314,-82.875208,8.8,34090,47.8
13267,GA,Tattnall County,32.043768,-82.059208,53.2,41440,39.1
13269,GA,Taylor County,32.554667,-84.251426,23.6,36310,37.5
13279,GA,Toombs County,32.126698,-82.332071,74.8,37148,38.5
13289,GA,Twiggs County,32.665847,-83.425879,25.2,42054,37.6
13291,GA,Union County,34.83377,-83.989573,66.3,45943,34.2
13293,GA,Upson County,32.881837,-84.292281,84,40965,35.9
13295,GA,Walker County,34.735827,-85.305385,154,43767,36.2
13297,GA,Walton County,33.782649,-83.734215,257.2,65416,37.8
13301,GA,Warren County,33.419169,-82.688012,20.5,38352,42.4
13309,GA,Wheeler County,32.109276,-82.738701,25.1,32691,48.7
13311,GA,White County,34.643677,-83.743713,112.8,51579,31.6
13315,GA,Wilcox County,31.962717,-83.438262,24.5,35961,48.4
15003,HI,Honolulu County,21.461364,-158.201976,1586.7,83695,26.2
15009,HI,Maui County,20.855931,-156.60155,133.3,78503,31.8
16003,ID,Adams County,44.884583,-116.431873,2.9,45311,37.7
16005,ID,Bannock County,42.692939,-112.228986,74.5,51300,26.5
16007,ID,Bear Lake County,42.285833,-111.327445,6.1,53780,38.8
16009,ID,Benewah County,47.218451,-116.633541,12,48451,38.9
16015,ID,Boise County,43.987275,-115.715111,3.7,56837,27.4
16019,ID,Bonneville County,43.395171,-111.621878,55.9,60444,26.1
16023,ID,Butte County,43.6851,-113.177627,1.3,50050,36.9
16033,ID,Clark County,44.286251,-112.36112,0.6,48471,23.6
16037,ID,Custer County,44.273341,-114.252251,0.9,47682,29.8
16043,ID,Fremont County,44.218091,-111.484429,7.1,51155,32
16051,ID,Jefferson County,43.796965,-112.318588,23.9,61927,27.7
16059,ID,Lemhi County,44.928789,-113.887841,1.7,44248,32
16069,ID,Nez Perce County,46.333766,-116.760903,46.3,54476,32.9
16077,ID,Power County,42.694126,-112.844407,5.6,51921,33.9
16079,ID,Shoshone County,47.347694,-115.885092,4.9,36085,38.5
16085,ID,Valley County,44.771532,-115.637875,2.7,60285,29.9
17009,IL,Brown County,39.962069,-90.75031,22.7,55327,36.8
17011,IL,Bureau County,41.401304,-89.528377,40.2,56099,38.4
17013,IL,Calhoun County,39.164262,-90.666295,20,56099,43.6
17015,IL,Carroll County,42.059084,-89.926485,34.6,51963,41.5
17017,IL,Cass County,39.969202,-90.245705,36.3,52486,43.2
17021,IL,Christian County,39.545524,-89.279593,49.1,52936,41.9
17025,IL,Clay County,38.747312,-88.483789,29.5,45427,37.2
17027,IL,Clinton County,38.606423,-89.423136,79.7,66597,32.2
17029,IL,Coles County,39.51368,-88.220782,106,47291,30
17041,IL,Douglas County,39.766078,-88.222866,48,56976,32.7
17043,IL,DuPage County,41.852058,-88.086038,2799.8,93540,18.3
17047,IL,Edwards County,38.417095,-88.047941,30.2,51280,35.1
17049,IL,Effingham County,39.047694,-88.592786,71.5,60773,36.4
17051,IL,Fayette County,39.001125,-89.017923,30.9,47484,39.7
17055,IL,Franklin County,37.991848,-88.926246,96.8,42071,32.7
17057,IL,Fulton County,40.465688,-90.206793,42.8,51258,34.6
17061,IL,Greene County,39.355444,-90.387757,25.6,47314,44.4
17063,IL,Grundy County,41.29241,-88.401055,119.8,79348,33
17065,IL,Hamilton County,38.085226,-88.539005,19.5,53028,33.8
17067,IL,Hancock County,40.405792,-91.167988,24.1,53553,38.1
17071,IL,Henderson County,40.815141,-90.93848,19.3,53632,43.5
17073,IL,Henry County,41.350021,-90.130838,61.3,58042,33.8
17077,IL,Jackson County,37.786096,-89.381212,103.1,41445,23.7
17079,IL,Jasper County,39.004874,-88.150763,19.6,54552,40.2
17081,IL,Jefferson County,38.30078,-88.92421,68,47425,30.6
17083,IL,Jersey County,39.080192,-90.361365,62.2,59117,37.5
17087,IL,Johnson County,37.460815,-88.882962,36.6,53884,31.5
17089,IL,Kane County,41.939594,-88.42804,990.8,79834,22.5
17099,IL,LaSalle County,41.343341,-88.885931,100.4,54063,35.6
17103,IL,Lee County,41.747442,-89.299351,49.7,54915,34.2
17105,IL,Livingston County,40.894376,-88.552852,37.3,59323,43.1
17107,IL,Logan County,40.12907,-89.365308,49,52959,35
17109,IL,McDonough County,40.455789,-90.677579,55.3,42887,30.6
17113,IL,McLean County,40.494559,-88.844539,143.3,67087,25.1
17115,IL,Macon County,39.860237,-88.961529,190.8,50684,34.4
17117,IL,Macoupin County,39.2659,-89.926344,55.4,53409,38.6
17119,IL,Madison County,38.827082,-89.900195,376.3,60121,30.7
17121,IL,Marion County,38.648396,-88.920221,68.9,46096,35.2
17123,IL,Marshall County,41.031119,-89.342371,32.7,57422,41.4
17125,IL,Mason County,40.236993,-89.913575,27.2,48764,44.2
17127,IL,Massac County,37.216119,-88.705658,65,43783,34.2
17137,IL,Morgan County,39.716806,-90.202277,62.5,48976,40.7
17139,IL,Moultrie County,39.636896,-88.625726,44.2,59901,33.2
17143,IL,Peoria County,40.785999,-89.767358,301.2,56478,27
17145,IL,Perry County,38.084385,-89.368487,50.6,49965,38.6
17147,IL,Piatt County,40.009056,-88.592328,38.1,67460,34.1
17149,IL,Pike County,39.625106,-90.889034,19.8,47815,41.2
17151,IL,Pope County,37.417169,-88.542374,12.1,43053,34.4
17155,IL,Putnam County,41.19894,-89.298386,37.5,66319,38.5
17165,IL,Saline County,37.751653,-88.545031,65.6,40761,28.5
17167,IL,Sangamon County,39.756378,-89.662311,227.4,62242,27.9
17169,IL,Schuyler County,40.156905,-90.613464,17.3,52018,37.8
17171,IL,Scott County,39.63698,-90.477759,21.3,55198,48.7
17173,IL,Shelby County,39.384926,-88.798862,29.5,56509,44.9
17179,IL,Tazewell County,40.508074,-89.51626,208.6,61508,31.9
17181,IL,Union County,37.475104,-89.252875,43.1,49716,33
17185,IL,Wabash County,38.445821,-87.839167,53.5,53414,30.8
17189,IL,Washington County,38.353141,-89.417187,26.2,66937,33.6
17191,IL,Wayne County,38.431948,-88.432129,23.5,50471,36.3
17193,IL,White County,38.087372,-88.178585,29.6,49507,38.4
17195,IL,Whiteside County,41.750571,-89.910957,85.5,57197,37.1
17197,IL,Will County,41.448474,-87.978456,809.6,86108,26.7
17199,IL,Williamson County,37.730353,-88.930018,157.9,46187,30.6
17203,IL,Woodford County,40.789596,-89.210301,73.3,72247,32.1
18001,IN,Adams County,40.745733,-84.936131,101.4,56693,39.7
18005,IN,Bartholomew County,39.205843,-85.897999,188.7,63067,32.6
18009,IN,Blackford County,40.472672,-85.32373,77.3,45161,48.1
18015,IN,Carroll County,40.58498,-86.565141,54.1,57092,40.7
18017,IN,Cass County,40.753799,-86.355169,94.5,48598,38.3
18019,IN,Clark County,38.476217,-85.711122,295.6,56774,34.2
18021,IN,Clay County,39.393951,-87.115837,75.2,52699,44.4
18023,IN,Clinton County,40.305944,-86.477567,82,51730,44.1
18027,IN,Daviess County,38.696155,-87.076988,73.7,55434,33.8
18031,IN,Decatur County,39.30598,-85.499831,69.1,57441,43.8
18035,IN,Delaware County,40.227165,-85.398856,300.1,43096,34.6
18041,IN,Fayette County,39.639655,-85.185032,112.9,47737,43
18043,IN,Floyd County,38.317937,-85.911474,504.1,64992,30
18045,IN,Fountain County,40.121282,-87.234806,43.6,53493,44.2
18047,IN,Franklin County,39.409762,-85.066964,60.1,62251,42.8
18049,IN,Fulton County,41.050384,-86.265006,56.6,52798,40.3
18059,IN,Hancock County,39.822604,-85.772904,228.8,73831,32.8
18061,IN,Harrison County,38.18644,-86.103681,81.2,60379,40.1
18063,IN,Hendricks County,39.768749,-86.510287,357.4,80834,27.2
18067,IN,Howard County,40.483537,-86.114118,282.4,55365,36.5
18071,IN,Jackson County,38.911957,-86.042516,83.2,55518,43.5
18073,IN,Jasper County,41.017688,-87.118814,59.8,66720,42.3
18075,IN,Jay County,40.434972,-85.00338,55.4,48392,47.2
18079,IN,Jennings County,38.996234,-85.628111,75.7,51560,45.9
18083,IN,Knox County,38.688663,-87.420182,74.5,48606,35.8
18093,IN,Lawrence County,38.839815,-86.48782,102.7,53187,43.4
18095,IN,Madison County,40.166203,-85.722454,291.3,49522,39
18097,IN,Marion County,39.782976,-86.135794,2279.6,48409,28
18107,IN,Montgomery County,40.040296,-86.892715,75.6,53700,41.3
18109,IN,Morgan County,39.482646,-86.447457,170.5,66151,40
18111,IN,Newton County,40.962399,-87.402172,35.5,53060,44.2
18117,IN,Orange County,38.547381,-86.489257,49.8,44968,45.1
18119,IN,Owen County,39.317339,-86.838845,56,49731,42.6
18125,IN,Pike County,38.397898,-87.232532,38.4,54265,42.6
18131,IN,Pulaski County,41.045272,-86.692538,30.9,49730,47
18133,IN,Putnam County,39.665545,-86.853325,79,54718,43.8
18135,IN,Randolph County,40.164414,-85.005004,57.9,46441,42.5
18143,IN,Scott County,38.679431,-85.751898,127,44913,44.2
18153,IN,Sullivan County,39.089225,-87.415843,48,47554,44.7
18159,IN,Tipton County,40.310229,-86.056207,61.2,60896,41.1
18161,IN,Union County,39.623111,-84.925152,46.6,50300,48
18165,IN,Vermillion County,39.854045,-87.462071,63.1,49287,44.2
18167,IN,Vigo County,39.429143,-87.390375,267.4,48335,32.2
18171,IN,Warren County,40.352658,-87.375847,23.3,60596,43.2
18175,IN,Washington County,38.600613,-86.104751,55,44534,43.6
18177,IN,Wayne County,39.863091,-85.006735,171.5,45130,38
18179,IN,Wells County,40.735273,-85.212974,75.1,60010,40
18181,IN,White County,40.75095,-86.864293,48.8,58380,41.4
19001,IA,Adair County,41.328528,-94.478164,13.5,54282,43.1
19007,IA,Appanoose County,40.744683,-92.870345,25.9,44298,37
19017,IA,Bremer County,42.78089,-92.327586,55.7,74646,32.3
19029,IA,Cass County,41.333824,-94.933302,24.7,50356,37.9
19037,IA,Chickasaw County,43.059741,-92.31721,24.7,64190,43.5
19045,IA,Clinton County,41.898073,-90.534243,70.7,51317,37.2
19047,IA,Crawford County,42.043119,-95.38909,23.9,54828,36
19051,IA,Davis County,40.748089,-92.410345,17.4,54830,33.8
19055,IA,Delaware County,42.473003,-91.359443,30.7,61342,43.1
19057,IA,Des Moines County,40.915339,-91.186925,96.9,51805,32.8
19067,IA,Floyd County,43.052741,-92.787367,32.6,53811,34
19071,IA,Fremont County,40.743726,-95.599516,14.6,54658,35.9
19073,IA,Greene County,42.042494,-94.388703,16.4,51861,39.5
19091,IA,Humboldt County,42.782221,-94.202775,22.6,60166,35.9
19093,IA,Ida County,42.39186,-95.507421,16.4,60312,38.3
19101,IA,Jefferson County,41.00688,-91.967137,38.7,46715,27.7
19107,IA,Keokuk County,41.331182,-92.167721,18.1,52122,41.2
19111,IA,Lee County,40.647588,-91.477157,69.3,48241,41
19113,IA,Linn County,42.077951,-91.597674,294.6,64878,27.1
19117,IA,Lucas County,41.033344,-93.331467,20.7,49956,41.6
19121,IA,Madison County,41.330622,-94.015184,27.9,74794,35.9
19125,IA,Marion County,41.331455,-93.093849,60.1,63491,35.5
19135,IA,Monroe County,41.028847,-92.869642,18.4,56541,40.7
19137,IA,Montgomery County,41.021735,-95.15779,25.3,49966,37.1
19145,IA,Page County,40.73909,-95.14429,29.8,54313,34.6
19159,IA,Ringgold County,40.735334,-94.244251,9.6,48754,38.9
19165,IA,Shelby County,41.679014,-95.308917,20.6,58862,36.1
19173,IA,Taylor County,40.737949,-94.697108,11.9,47781,39.2
19177,IA,Van Buren County,40.754117,-91.952943,15.6,47905,40.8
19179,IA,Wapello County,41.031263,-92.409482,82.5,48226,35.7
19185,IA,Wayne County,40.739983,-93.332613,12.2,46725,44.7
20001,KS,Allen County,37.884229,-95.300945,26.7,44423,34
20009,KS,Barton County,38.481239,-98.767837,30.9,49991,32.4
20015,KS,Butler County,37.773681,-96.838762,46.1,65953,26.5
20017,KS,Chase County,38.298553,-96.594064,3.6,50981,27.6
20021,KS,Cherokee County,37.169392,-94.845698,36.8,44475,33.5
20023,KS,Cheyenne County,39.789256,-101.727302,2.7,43274,30.2
20025,KS,Clark County,37.233831,-99.813869,2.3,51235,27.5
20031,KS,Coffey County,38.23645,-95.729137,13.7,58371,33.4
20033,KS,Comanche County,37.189071,-99.254089,2.4,46818,32.8
20035,KS,Cowley County,37.234507,-96.837247,32.3,47864,30.7
20043,KS,Doniphan County,39.788502,-95.147225,20.2,50949,36
20057,KS,Ford County,37.688365,-99.884734,30.8,56052,24.9
20059,KS,Franklin County,38.558019,-95.278962,45.5,58033,38.9
20067,KS,Grant County,37.547537,-101.299362,13.6,61614,27.9
20071,KS,Greeley County,38.480408,-101.805984,1.6,51606,29
20073,KS,Greenwood County,37.878659,-96.242232,5.9,43083,34.6
20077,KS,Harper County,37.188184,-98.06659,7.5,45570,40
20085,KS,Jackson County,39.410989,-95.794509,20.5,56330,39.1
20089,KS,Jewell County,39.77701,-98.222584,3.4,44271,42.4
20093,KS,Kearny County,37.994461,-101.308136,4.6,63248,26.6
20095,KS,Kingman County,37.552951,-98.144529,9.1,56005,31.8
20097,KS,Kiowa County,37.561231,-99.286539,3.5,64399,27.9
20099,KS,Labette County,37.191468,-95.297473,33.5,44571,32.6
20107,KS,Linn County,38.216549,-94.844932,16.3,47153,38.5
20117,KS,Marshall County,39.782709,-96.521243,11.2,51066,43.2
20119,KS,Meade County,37.243886,-100.360094,4.7,67220,29
20127,KS,Morris County,38.687696,-96.644905,8.5,49287,37
20135,KS,Ness County,38.480437,-99.908745,2.9,51757,33.7
20159,KS,Rice County,38.347178,-98.201415,13.9,51686,28.7
20163,KS,Rooks County,39.346006,-99.324492,5.8,47365,31.3
20167,KS,Russell County,38.916839,-98.765638,7.9,45879,27.3
20171,KS,Scott County,38.481877,-100.90636,6.9,63790,28.9
20181,KS,Sherman County,39.351352,-101.719859,5.7,45966,31.9
20185,KS,Stafford County,38.03563,-98.719889,5.6,47835,30.3
20187,KS,Stanton County,37.565932,-101.789383,3.3,60136,30.2
20193,KS,Thomas County,39.357706,-101.083439,7.4,55345,25.5
21005,KY,Anderson County,38.005396,-84.986417,106.1,60908,36.8
21007,KY,Ballard County,37.05112,-89.009178,33.4,47658,37.7
21017,KY,Bourbon County,38.202562,-84.20986,69,48614,37.3
21021,KY,Boyle County,37.6182,-84.873016,157.8,47528,34.7
21023,KY,Bracken County,38.678523,-84.100355,41.3,56432,44
21027,KY,Breckinridge County,37.778109,-86.432829,35.4,47284,44.6
21029,KY,Bullitt County,37.969572,-85.703036,250.2,61022,41.6
21035,KY,Calloway County,36.620978,-88.274086,96.6,41873,32.4
21039,KY,Carlisle County,36.857726,-88.975757,26.9,41249,36.5
21053,KY,Clinton County,36.729124,-85.153499,52.1,31118,38.8
21055,KY,Crittenden County,37.358149,-88.10501,25.9,43624,42.2
21057,KY,Cumberland County,36.784227,-85.393499,22.5,33541,41.6
21061,KY,Edmonson County,37.227856,-86.217778,40.2,43151,42
21063,KY,Elliott County,38.116425,-83.097541,33.5,35446,43.7
21065,KY,Estill County,37.69246,-83.963927,58,35701,45.5
21073,KY,Franklin County,38.234919,-84.868786,237.2,53134,30.6
21075,KY,Fulton County,36.55262,-89.187723,33.2,32355,38.9
21081,KY,Grant County,38.64921,-84.625946,95.6,53965,48.7
21085,KY,Grayson County,37.458577,-86.344011,51.8,40780,41.7
21093,KY,Hardin County,37.695836,-85.963183,169.3,52278,30.3
21095,KY,Harlan County,36.859223,-83.221497,62.9,29521,34.7
21099,KY,Hart County,37.313856,-85.881995,44.2,37038,40.4
21103,KY,Henry County,38.451561,-85.120079,53.9,53405,42.1
21105,KY,Hickman County,36.675916,-88.97202,20.2,44290,39.4
21109,KY,Jackson County,37.40332,-84.020686,39.1,35317,42.6
21111,KY,Jefferson County,38.189533,-85.657624,1948.1,55860,26.8
21115,KY,Johnson County,37.84926,-82.830639,89.2,39381,34.8
21119,KY,Knott County,37.354703,-82.949138,46.5,32228,32.4
21123,KY,Larue County,37.545518,-85.697209,54.3,45458,40.2
21129,KY,Lee County,37.605383,-83.718497,37.8,29124,37.2
21131,KY,Leslie County,37.087846,-83.388616,28.2,31921,38.6
21135,KY,Lewis County,38.532051,-83.373303,28.7,35751,40.2
21143,KY,Lyon County,37.023976,-88.083391,38.9,48395,41.2
21147,KY,McCreary County,36.731136,-84.491052,42.9,30029,42.7
21151,KY,Madison County,37.723528,-84.277008,189.6,51897,27.8
21153,KY,Magoffin County,37.698954,-83.069716,43.2,30950,32.7
21163,KY,Meade County,37.967476,-86.200863,93.6,57613,34.3
21187,KY,Owen County,38.499603,-84.841509,30.9,48998,50
21189,KY,Owsley County,37.423452,-83.691566,24.1,26278,37
21191,KY,Pendleton County,38.690765,-84.354041,53.7,54583,43.5
21197,KY,Powell County,37.810379,-83.826985,70.5,37776,42
