FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18
13247,GA,Rockdale County,33.652081,-84.02637,656.5,59673,31.5
13275,GA,Thomas County,30.864616,-83.919783,82.1,41642,30.9
13303,GA,Washington County,32.971848,-82.798112,31.2,39444,42.5
13319,GA,Wilkinson County,32.804321,-83.175587,21.4,41036,52.3
16017,ID,Bonner County,48.312512,-116.59694,23.6,51373,30.5
16027,ID,Canyon County,43.623051,-116.708527,321.6,53381,32
16045,ID,Gem County,44.061473,-116.398784,29.8,49857,39.2
16047,ID,Gooding County,42.973185,-114.82142,21.2,51302,37.2
16053,ID,Jerome County,42.691172,-114.263009,37.5,54020,32.7
16065,ID,Madison County,43.789709,-111.65655,80,41827,15.7
16075,ID,Payette County,44.00274,-116.748655,55.6,51835,33.7
16083,ID,Twin Falls County,42.352309,-114.665639,40.2,51594,27.9
16087,ID,Washington County,44.448213,-116.79783,7,43402,36.5
17005,IL,Bond County,38.885924,-89.436592,46.7,54800,36.8
17007,IL,Boone County,42.318983,-88.824295,193,74507,35.2
17019,IL,Champaign County,40.13915,-88.197201,201.8,53251,21.7
17037,IL,DeKalb County,41.894613,-88.768991,166.6,63274,25.5
17075,IL,Iroquois County,40.748867,-87.833601,26.6,55247,39.9
17091,IL,Kankakee County,41.139494,-87.861125,167.7,53884,33.6
17093,IL,Kendall County,41.58814,-88.430626,358.2,93345,23.4
17111,IL,McHenry County,42.324298,-88.452245,511.9,86268,26.2
17129,IL,Menard County,40.022569,-89.794133,40.4,74872,36.7
17141,IL,Ogle County,42.041884,-89.320176,70.5,61794,33.6
17159,IL,Richland County,38.71155,-88.085698,45.1,48152,29.9
17161,IL,Rock Island County,41.468404,-90.572203,345,52642,29.9
17183,IL,Vermilion County,40.18674,-87.726772,90.9,44638,41.1
17187,IL,Warren County,40.850441,-90.620223,32.6,53532,32.8
17201,IL,Winnebago County,42.337396,-89.161205,575.2,53795,32
18007,IN,Benton County,40.608253,-87.315479,21.8,51649,43.2
18029,IN,Dearborn County,39.151491,-84.97346,164.1,66502,40.2
18077,IN,Jefferson County,38.783604,-85.44009,89.9,51031,42.3
18081,IN,Johnson County,39.495986,-86.0946,435.8,69880,31
18085,IN,Kosciusko County,41.244293,-85.861575,145.6,57367,35.2
18089,IN,Lake County,41.472239,-87.374337,994.1,55280,35
18105,IN,Monroe County,39.160751,-86.523325,349.7,48883,21.9
18113,IN,Noble County,41.400794,-85.41785,115.7,61341,40.7
18127,IN,Porter County,41.509922,-87.071308,393,69298,34.5
18139,IN,Rush County,39.622312,-85.466527,42.6,53271,46
18147,IN,Spencer County,38.009789,-87.010645,52.8,56862,44.9
18149,IN,Starke County,41.28322,-86.64757,75.6,49972,42.1
18163,IN,Vanderburgh County,38.02007,-87.586166,769.7,50500,32.5
19019,IA,Buchanan County,42.470328,-91.838666,36.7,59724,38.9
19039,IA,Clarke County,41.029191,-93.784096,21.5,52541,41.4
19063,IA,Emmet County,43.377984,-94.66937,26,51497,33.3
19069,IA,Franklin County,42.736549,-93.271425,18.4,59367,36
19099,IA,Jasper County,41.685686,-93.052971,50.4,60378,42.4
19127,IA,Marshall County,42.041691,-92.981452,71,59552,34.1
19141,IA,O'Brien County,43.083746,-95.625624,25.1,53147,38
19155,IA,Pottawattamie County,41.340184,-95.544905,98,56337,33.1
19157,IA,Poweshiek County,41.684526,-92.522882,32.3,56170,37.5
19167,IA,Sioux County,43.082854,-96.177929,43.9,70162,31.4
19183,IA,Washington County,41.329401,-91.725052,38.2,65849,39.3
19191,IA,Winneshiek County,43.292989,-91.850788,30.5,61807,32.7
20011,KS,Bourbon County,37.8561,-94.850928,23.9,41807,30.8
20013,KS,Brown County,39.825931,-95.569905,17.5,47529,36
20029,KS,Cloud County,39.487329,-97.64139,13.3,44467,30.5
20055,KS,Finney County,38.049855,-100.739929,28.2,56206,21.7
20069,KS,Gray County,37.744513,-100.451716,6.9,65771,22.3
20079,KS,Harvey County,38.050144,-97.436707,64.3,57934,26.3
20087,KS,Jefferson County,39.239644,-95.375314,35.9,69246,40.4
20103,KS,Leavenworth County,39.189511,-95.038977,164.7,70807,28.7
20113,KS,McPherson County,38.395812,-97.647489,32.5,58017,27.3
20155,KS,Reno County,37.948185,-98.078346,51.4,49341,27.9
20173,KS,Sedgwick County,37.683807,-97.459451,499.6,56381,26.2
21009,KY,Barren County,36.963614,-85.92499,86.5,42439,41.6
21047,KY,Christian County,36.893388,-87.493554,103.1,40299,32.1
21059,KY,Daviess County,37.731671,-87.087139,210.9,51441,34.7
21089,KY,Greenup County,38.563596,-82.933833,107.2,49457,36.8
21121,KY,Knox County,36.887476,-83.85563,82.5,30742,37.9
21141,KY,Logan County,36.859829,-86.881436,48.6,46742,43.7
21145,KY,McCracken County,37.053688,-88.712378,263.6,48950,30.1
21157,KY,Marshall County,36.882017,-88.332752,104.4,52388,37.7
21159,KY,Martin County,37.796774,-82.506623,56.3,28925,39.3
21167,KY,Mercer County,37.812085,-84.879695,85.7,53921,38.4
21195,KY,Pike County,37.482067,-82.402869,82.6,37124,38.5
21199,KY,Pulaski County,37.108312,-84.579986,95.8,41541,37.6
21213,KY,Simpson County,36.740863,-86.581464,74,51769,44.7
21227,KY,Warren County,36.995634,-86.423579,210.1,53478,28.1
21231,KY,Wayne County,36.802011,-84.83044,45.4,33701,37.4
22009,LA,Avoyelles Parish,31.085094,-91.993798,50.5,37731,38.9
22013,LA,Bienville Parish,32.344268,-93.061513,17.7,34047,41.7
22021,LA,Caldwell Parish,32.101244,-92.11418,19.1,40842,43.2
22025,LA,Catahoula Parish,31.666517,-91.846703,14.7,35812,42.5
22029,LA,Concordia Parish,31.469806,-91.626314,29.9,35840,41.4
22031,LA,De Soto Parish,32.059248,-93.740797,30.4,44457,42.8
22035,LA,East Carroll Parish,32.73017,-91.234141,18.4,27714,38.8
22041,LA,Franklin Parish,32.138279,-91.672101,33.2,34446,42.9
22047,LA,Iberville Parish,30.288394,-91.36315,54,47917,40.4
22049,LA,Jackson Parish,32.30448,-92.556672,28.6,40828,43.3
22065,LA,Madison Parish,32.365824,-91.240729,19.4,28452,39
22089,LA,St. Charles Parish,29.913833,-90.359314,189.1,67585,34.8
22093,LA,St. James Parish,30.02482,-90.793956,91.5,53903,42.9
24011,MD,Caroline County,38.871531,-75.831631,103.5,56627,40.7
24013,MD,Carroll County,39.563189,-77.015512,373.4,95956,29.9
24015,MD,Cecil County,39.562352,-75.941584,292,72739,37.7
24027,MD,Howard County,39.252264,-76.924406,1144.9,116719,14
24031,MD,Montgomery County,39.137382,-77.203063,1978.2,107758,13.3
24033,MD,Prince George's County,38.82588,-76.847272,1788.8,82445,25.7
24039,MD,Somerset County,38.07445,-75.853323,82.8,42098,40.3
24045,MD,Wicomico County,38.367389,-75.632206,263.7,54313,32.5
25005,MA,Bristol County,41.748576,-71.087062,991.3,66005,29.9
25013,MA,Hampden County,42.136198,-72.635648,751,52682,29.5
25021,MA,Norfolk County,42.169703,-71.179875,1693.6,100184,19.5
25027,MA,Worcester County,42.311693,-71.940282,528.6,71767,28.1
26015,MI,Barry County,42.582811,-85.31455,107,64121,37.8
26029,MI,Charlevoix County,45.513164,-85.450392,62.3,54491,29.5
26033,MI,Chippewa County,46.321819,-84.52063,24.7,47380,35
26049,MI,Genesee County,43.021077,-83.706372,668.5,48370,31.9
26159,MI,Van Buren County,42.283986,-86.305697,125.5,57363,31.9
26163,MI,Wayne County,42.284664,-83.261953,2974.4,46440,30
27027,MN,Clay County,46.898377,-96.494901,56.4,65914,25.4
27037,MN,Dakota County,44.670893,-93.062481,709,86403,20.6
27053,MN,Hennepin County,45.006064,-93.475185,2081.7,76067,16.7
27067,MN,Kandiyohi County,45.152714,-95.004981,53,60579,25.8
27111,MN,Otter Tail County,46.405725,-95.714578,29.1,53778,29.3
27129,MN,Renville County,44.723697,-94.955617,16,59787,36.3
27139,MN,Scott County,44.651932,-93.534553,364.5,101427,22.6
27141,MN,Sherburne County,45.443171,-93.775092,204.4,81850,27.8
27147,MN,Steele County,44.015261,-93.220453,85.1,65323,34.3
27161,MN,Waseca County,44.01846,-93.589844,45.2,58335,35.8
27163,MN,Washington County,45.037929,-92.890117,619.7,95840,21.1
27171,MN,Wright County,45.175091,-93.966397,188.5,87377,29.1
28001,MS,Adams County,31.486218,-91.351781,69.8,33392,34.6
28005,MS,Amite County,31.203933,-90.795542,18,38092,40.7
28009,MS,Benton County,34.810773,-89.200029,21.5,35184,33.9
28013,MS,Calhoun County,33.936634,-89.337114,25.5,39176,37.1
28035,MS,Forrest County,31.18858,-89.259447,160.7,39061,26.6
28047,MS,Harrison County,30.416536,-89.083376,326,45355,29.4
28053,MS,Humphreys County,33.132978,-90.523911,22.4,28542,32.8
28073,MS,Lamar County,31.197135,-89.514952,112,58377,23.5
28075,MS,Lauderdale County,32.403998,-88.660449,114.1,40077,28.8
28085,MS,Lincoln County,31.535216,-90.453566,59.5,43478,37.4
28087,MS,Lowndes County,33.471424,-88.439723,118.3,44348,31.5
28091,MS,Marion County,31.230126,-89.821736,49.9,36408,39.7
28105,MS,Oktibbeha County,33.422313,-88.876151,104,39130,20.4
28107,MS,Panola County,34.365205,-89.963065,50.7,39198,37.8
28113,MS,Pike County,31.177517,-90.397725,98.8,33983,35.6
28115,MS,Pontotoc County,34.227081,-89.037239,60.2,44297,30.3
28133,MS,Sunflower County,33.605529,-90.59509,42.2,31329,29.5
28137,MS,Tate County,34.649553,-89.943105,71.4,48082,32.6
28151,MS,Washington County,33.273131,-90.94443,70.6,33991,30.5
28159,MS,Winston County,33.078724,-89.037391,31.6,39498,32.5
29009,MO,Barry County,36.699378,-93.834326,45.7,42457,40.9
29117,MO,Livingston County,39.778587,-93.548201,28.5,48749,38.7
29133,MO,Mississippi County,36.826264,-89.295929,34.9,34735,39.6
29157,MO,Perry County,37.71113,-89.802125,40,53871,44.7
29217,MO,Vernon County,37.850196,-94.341597,25.6,42552,41.9
29219,MO,Warren County,38.761902,-91.159307,75.9,62056,38.4
29225,MO,Webster County,37.280804,-92.87608,61.1,51141,38.4
30013,MT,Cascade County,47.316443,-111.350571,30.1,50054,31.6
30049,MT,Lewis and Clark County,47.122133,-112.382954,18.3,63860,24.5
30111,MT,Yellowstone County,45.936987,-108.276656,56.2,59975,30.3
31001,NE,Adams County,40.520632,-98.500044,55.7,55167,28
31043,NE,Dakota County,42.390456,-96.562549,79.5,55522,36.4
31055,NE,Douglas County,41.297091,-96.154066,1574.4,64580,21.3
31067,NE,Gage County,40.255234,-96.683453,26.2,49931,35.2
31079,NE,Hall County,40.866023,-98.498004,107.3,53792,31
31107,NE,Knox County,42.634405,-97.891349,7.9,47906,33.3
31147,NE,Richardson County,40.123743,-95.718603,15.2,47573,35.7
32003,NV,Clark County,36.214236,-115.013819,247.3,57155,28.6
32013,NV,Humboldt County,41.407914,-118.127592,1.7,72873,34.3
32031,NV,Washoe County,40.703311,-119.710315,66.9,63636,23.9
33013,NH,Merrimack County,43.299485,-71.68013,156.8,74351,27.8
34001,NJ,Atlantic County,39.469354,-74.633758,494.1,60826,32.1
34005,NJ,Burlington County,39.875786,-74.663006,561.9,84470,28.3
34009,NJ,Cape May County,39.086143,-74.847716,386.9,62175,32.6
34013,NJ,Essex County,40.787217,-74.246136,6211.5,62875,28.1
34015,NJ,Gloucester County,39.721019,-75.143708,895.3,81315,33
34017,NJ,Hudson County,40.731384,-74.078627,13731.4,73337,25.7
34019,NJ,Hunterdon County,40.565283,-74.91197,300,112335,21.2
34021,NJ,Mercer County,40.282503,-74.703724,1632.2,79979,24.5
34023,NJ,Middlesex County,40.439593,-74.407585,2621.6,87666,25.7
34025,NJ,Monmouth County,40.287056,-74.152446,1344.7,99223,24
34029,NJ,Ocean County,39.86585,-74.263027,917,68483,33.9
34031,NJ,Passaic County,41.033763,-74.300308,2715.3,71959,34.1
34037,NJ,Sussex County,41.137424,-74.691855,287.6,92284,31.4
35009,NM,Curry County,34.572984,-103.346055,34.4,47202,27.5
35015,NM,Eddy County,32.457858,-104.306471,12.9,58320,36.9
35061,NM,Valencia County,34.71684,-106.806582,71.8,46365,32.8
36001,NY,Albany County,42.588271,-73.974014,581.9,64536,24.1
36007,NY,Broome County,42.161977,-75.830291,284.2,50928,31.1
36011,NY,Cayuga County,43.008546,-76.574587,115.7,52945,33
36029,NY,Erie County,42.752759,-78.778192,881.4,56375,27.7
36059,NY,Nassau County,40.729687,-73.589384,4704.8,115301,23
36071,NY,Orange County,41.40241,-74.306252,459.3,75048,29.7
36093,NY,Schenectady County,42.817542,-74.043583,756.6,63297,29.3
36099,NY,Seneca County,42.782294,-76.827088,108.9,54184,34.9
36101,NY,Steuben County,42.266725,-77.385525,71.2,54862,37.4
36103,NY,Suffolk County,40.943554,-72.692218,1637.4,100075,27.9
36111,NY,Ulster County,41.947232,-74.265447,162.3,63073,29.8
37001,NC,Alamance County,36.041974,-79.399935,356.5,50480,27.6
37017,NC,Bladen County,34.591949,-78.539513,40.2,36976,33.4
37033,NC,Caswell County,36.393097,-79.332546,55.8,45517,33.3
37049,NC,Craven County,35.118179,-77.082541,146,50748,25.9
37105,NC,Lee County,35.476075,-79.17222,227,48984,27.2
37107,NC,Lenoir County,35.238062,-77.639023,148.5,40433,32.1
37111,NC,McDowell County,35.682232,-82.048029,102.1,43972,33.5
37115,NC,Madison County,35.86408,-82.712731,46.2,44693,30.7
37161,NC,Rutherford County,35.402747,-81.919583,120.2,42831,31.9
37171,NC,Surry County,36.415416,-80.686463,138.4,46342,29.3
37191,NC,Wayne County,35.362741,-78.004826,221.7,41572,30.5
37197,NC,Yadkin County,36.158765,-80.665164,114.7,49070,34.7
38017,ND,Cass County,46.927003,-97.252375,84.9,63885,19.7
38053,ND,McKenzie County,47.742475,-103.403215,2.3,76224,28.8
38105,ND,Williams County,48.345867,-103.4874,10.8,79354,26.4
39013,OH,Belmont County,40.017682,-80.967727,132.3,48989,42.7
39025,OH,Clermont County,39.052084,-84.149614,436.5,65280,33
39027,OH,Clinton County,39.414041,-83.814542,102.9,53947,39.7
39029,OH,Columbiana County,40.768462,-80.777231,202.7,44938,45.1
39045,OH,Fairfield County,39.752935,-82.628276,289.8,67654,33.6
39079,OH,Jackson County,39.013477,-82.614142,79,44726,41.8
39081,OH,Jefferson County,40.399188,-80.76141,170.7,42821,43.4
39093,OH,Lorain County,41.438805,-82.179722,613.6,59265,31.5
39099,OH,Mahoning County,41.01088,-80.770396,580.2,48010,38
39103,OH,Medina County,41.116051,-81.899566,409,76475,31.6
39123,OH,Ottawa County,41.544467,-83.009253,162.5,58345,35.5
39125,OH,Paulding County,41.119141,-84.576967,47.1,53876,48.8
39137,OH,Putnam County,41.024533,-84.129879,71.5,64304,42.4
39143,OH,Sandusky County,41.355291,-83.142735,149.2,53978,42.3
39145,OH,Scioto County,38.815019,-82.999028,130.3,41267,42
39151,OH,Stark County,40.814131,-81.365667,652.9,52310,37.8
39153,OH,Summit County,41.121851,-81.534936,1312.6,58890,30.6
40005,OK,Atoka County,34.374813,-96.034705,14.5,39702,40.6
40013,OK,Bryan County,33.964004,-96.264137,46.9,43445,32
40027,OK,Cleveland County,35.203117,-97.328332,474.7,62343,25.6
40031,OK,Comanche County,34.662628,-98.476597,116.1,51382,32.1
40039,OK,Custer County,35.645601,-98.997386,27.8,49577,30.6
40083,OK,Logan County,35.914151,-97.450764,56.3,69114,32.1
40087,OK,McClain County,35.016414,-97.449811,60.5,65831,33.3
40095,OK,Marshall County,34.027007,-96.770533,42.7,42258,35.4
40101,OK,Muskogee County,35.617551,-95.383911,87.6,43911,36.2
40119,OK,Payne County,36.079225,-96.975255,113,47748,26.9
40125,OK,Pottawatomie County,35.211393,-96.957007,88.2,48499,35.9
40137,OK,Stephens County,34.481361,-97.855607,51.8,46512,41.1
40143,OK,Tulsa County,36.120121,-95.941731,1058.1,55796,25.5
40147,OK,Washington County,36.70438,-95.906155,122.7,53992,33.9
41009,OR,Columbia County,45.941932,-123.081079,75.1,63338,34.3
41013,OR,Crook County,44.163054,-120.371585,7,51348,33
41019,OR,Douglas County,43.285904,-123.15438,21.4,47020,32.4
41035,OR,Klamath County,42.683761,-121.646168,11.2,45374,30.1
41045,OR,Malheur County,43.1877,-117.603976,3.2,42624,30.3
41047,OR,Marion County,44.900898,-122.57626,266.7,56408,27.7
41049,OR,Morrow County,45.425496,-119.602311,5.5,55343,32.5
41051,OR,Multnomah County,45.547693,-122.417173,1704.9,70756,17.3
41067,OR,Washington County,45.553542,-123.097615,731.4,82819,17.5
41071,OR,Yamhill County,45.248138,-123.316117,138.6,61776,25.6
42001,PA,Adams County,39.869471,-77.21773,195.5,62877,40.5
42037,PA,Columbia County,41.045517,-76.40426,139.3,50774,43.4
42041,PA,Cumberland County,40.164782,-77.26344,431.6,71695,32.9
42043,PA,Dauphin County,40.412565,-76.792634,510.6,57979,33.6
42065,PA,Jefferson County,41.130287,-78.999044,69.3,46751,50.1
42069,PA,Lackawanna County,41.44025,-75.609587,467.1,52872,36.8
42071,PA,Lancaster County,40.041992,-76.250198,550.4,66270,35.8
42087,PA,Mifflin County,40.61189,-77.620661,113.6,47648,51.8
42091,PA,Montgomery County,40.209999,-75.370201,1655.9,90155,23.8
42101,PA,Philadelphia County,40.009376,-75.133346,11379.5,46149,33
42107,PA,Schuylkill County,40.70369,-76.2178,190.4,48809,46.6
42133,PA,York County,39.921839,-76.728446,481.1,65238,40.2
45001,SC,Abbeville County,34.213809,-82.46046,51.8,42412,34.6
45005,SC,Allendale County,32.979784,-81.363421,25.5,29124,44
45007,SC,Anderson County,34.519549,-82.638086,261.6,51740,31.3
45009,SC,Bamberg County,33.203021,-81.053161,40.6,36230,33.2
45025,SC,Chesterfield County,34.637018,-80.159227,58.5,39046,40.4
45043,SC,Georgetown County,33.41753,-79.300812,73.9,46058,29
45079,SC,Richland County,34.029783,-80.896566,507.9,52611,22.4
45085,SC,Sumter County,33.916046,-80.382472,161.6,45181,31
46051,SD,Grant County,45.172637,-96.772261,10.8,59813,43.6
46079,SD,Lake County,44.02845,-97.123223,19.9,60733,34.7
46109,SD,Roberts County,45.623397,-96.947551,9.2,44709,35.6
47001,TN,Anderson County,36.116731,-84.195418,222.8,50672,33.1
47009,TN,Blount County,35.688185,-83.922973,220.2,57939,34.8
47021,TN,Cheatham County,36.25518,-87.100816,129.3,63241,36.4
47047,TN,Fayette County,35.196993,-89.413803,54.5,59529,33.1
47065,TN,Hamilton County,35.159186,-85.202296,620.3,57196,27.5
47069,TN,Hardeman County,35.218131,-88.989037,40.8,37834,47.6
47083,TN,Houston County,36.285777,-87.705605,42.1,44688,46.1
47087,TN,Jackson County,36.354242,-85.674182,37.7,37563,46.8
47089,TN,Jefferson County,36.048479,-83.440966,187.6,49611,38.9
47099,TN,Lawrence County,35.220476,-87.396546,67.8,43651,44.8
47105,TN,Loudon County,35.73745,-84.316204,211.8,58186,33.8
47125,TN,Montgomery County,36.500354,-87.380887,319.6,56102,29.1
47147,TN,Robertson County,36.52753,-86.869377,139.2,66006,38.9
47155,TN,Sevier County,35.791284,-83.521955,151.7,47202,36.4
47157,TN,Shelby County,35.183794,-89.895397,1215.5,47924,27.5
48015,TX,Austin County,29.891901,-96.27017,44,59942,29.3
48035,TX,Bosque County,31.900764,-97.637632,18.5,48460,35.7
48037,TX,Bowie County,33.446051,-94.422375,104.6,47339,34.8
48039,TX,Brazoria County,29.167818,-95.434647,230.7,74225,25.3
48049,TX,Brown County,31.764103,-98.99847,40.3,47097,35.7
48069,TX,Castro County,34.533621,-102.258786,9,45689,32.2
48077,TX,Clay County,33.785904,-98.212918,9.9,58356,39.5
48085,TX,Collin County,33.193885,-96.578153,930,96936,14.8
48099,TX,Coryell County,31.391177,-97.798022,71.7,48099,28
48117,TX,Deaf Smith County,34.940766,-102.607564,12.9,44230,34.2
48121,TX,Denton County,33.205005,-97.119046,754.3,88384,18.1
48123,TX,DeWitt County,29.082342,-97.361656,22.1,49208,39.2
48127,TX,Dimmit County,28.423587,-99.765871,7.5,37177,33.2
48139,TX,Ellis County,32.347279,-96.798336,159.9,76792,28.3
48143,TX,Erath County,32.238136,-98.222377,35,47087,23.4
48145,TX,Falls County,31.25193,-96.934128,23.3,37428,37.9
48175,TX,Goliad County,28.6607,-97.430415,8.5,55008,30.7
48181,TX,Grayson County,33.624508,-96.675699,129.6,51403,30.9
48203,TX,Harrison County,32.547993,-94.374425,72.9,50131,34.3
48221,TX,Hood County,32.430149,-97.831677,121.7,60917,30
48259,TX,Kendall County,29.944524,-98.711094,50.4,90937,21.2
48273,TX,Kleberg County,27.438735,-97.66062,36.4,42605,25.2
48279,TX,Lamb County,34.068862,-102.348018,13.8,42700,32.6
48281,TX,Lampasas County,31.196731,-98.240889,27.6,55151,28.1
48287,TX,Lee County,30.321105,-96.976365,26.4,55834,36.8
48291,TX,Liberty County,30.162189,-94.822682,65.3,52577,39.3
48293,TX,Limestone County,31.547543,-96.593623,25.8,43226,34.9
