FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18
19119,IA,Lyon County,43.38358,-96.207201,19.7,69048,36.5
19129,IA,Mills County,41.033703,-95.619101,34.4,64271,34.6
19143,IA,Osceola County,43.378542,-95.633788,16.2,60627,38.5
19147,IA,Palo Alto County,43.075854,-94.667297,16.7,55322,29
19149,IA,Plymouth County,42.737585,-96.215864,29,66360,33.8
19153,IA,Polk County,41.684281,-93.56972,750.5,68479,24.8
19163,IA,Scott County,41.641679,-90.62229,360.7,59865,29.9
19169,IA,Story County,42.037538,-93.466093,156.3,57464,17.9
19171,IA,Tama County,42.074848,-92.529412,24.6,56954,40
19175,IA,Union County,41.02855,-94.245091,29.6,49887,36.3
19181,IA,Warren County,41.336769,-93.564366,81.1,78192,30.4
19187,IA,Webster County,42.434397,-94.179157,53.1,52093,34.1
19193,IA,Woodbury County,42.39322,-96.053296,117.1,60059,32.2
20005,KS,Atchison County,39.532544,-95.313398,39.3,49332,37.6
20027,KS,Clay County,39.344964,-97.168853,13.2,52681,29.8
20041,KS,Dickinson County,38.867735,-97.157943,23.3,50605,33.5
20051,KS,Ellis County,38.914596,-99.317329,31.6,53840,26.5
20091,KS,Johnson County,38.883907,-94.82233,1149.6,87087,14.4
20115,KS,Marion County,38.359647,-97.102771,13.4,51712,30.9
20121,KS,Miami County,38.566772,-94.832963,57,71770,32.2
20143,KS,Ottawa County,39.137963,-97.654803,8.5,56451,36.5
20161,KS,Riley County,39.291211,-96.727489,116.6,47057,18.5
20169,KS,Saline County,38.786327,-97.650153,77.2,53961,31
20175,KS,Seward County,37.180585,-100.854741,35.9,50671,30.6
20177,KS,Shawnee County,39.041805,-95.755664,327.1,53612,31.3
20209,KS,Wyandotte County,39.115384,-94.763087,1039,47084,32.6
21001,KY,Adair County,37.105541,-85.281401,46,37392,38.7
21003,KY,Allen County,36.75077,-86.192458,58,44624,39.5
21015,KY,Boone County,38.974595,-84.731444,482.3,77696,27.9
21025,KY,Breathitt County,37.521178,-83.322401,28.2,31182,36.4
21031,KY,Butler County,37.207013,-86.682471,29.8,43048,42.7
21037,KY,Campbell County,38.946981,-84.379583,597,60904,29.9
21051,KY,Clay County,37.164466,-83.710763,46.3,28146,34.2
21077,KY,Gallatin County,38.760184,-84.862114,84.8,49060,46.4
21079,KY,Garrard County,37.630162,-84.545856,73.5,51203,36.7
21083,KY,Graves County,36.723344,-88.649897,67.3,46785,39.4
21087,KY,Green County,37.269637,-85.561403,39.4,36782,40.2
21097,KY,Harrison County,38.443489,-84.332796,61.5,51709,40.3
21101,KY,Henderson County,37.792542,-87.572577,105.9,51161,35.6
21125,KY,Laurel County,37.113268,-84.119395,135.6,41425,40.6
21137,KY,Lincoln County,37.457257,-84.658074,74.1,42190,43.8
21171,KY,Monroe County,36.714077,-85.713508,33.3,35596,40.2
21205,KY,Rowan County,38.205894,-83.425969,83.4,41196,29.5
21207,KY,Russell County,36.989127,-85.058976,69.2,34648,36.3
21211,KY,Shelby County,38.239426,-85.22836,110.8,66056,31
21233,KY,Webster County,37.520021,-87.685095,41,47132,46.1
21235,KY,Whitley County,36.758021,-84.14455,81.4,36863,37.3
22003,LA,Allen Parish,30.652744,-92.819605,33.8,44395,42.9
22005,LA,Ascension Parish,30.202946,-90.910023,369.7,77758,32.4
22007,LA,Assumption Parish,29.899884,-91.050528,69.2,48120,43.7
22015,LA,Bossier Parish,32.696202,-93.617977,139.3,56754,29.5
22017,LA,Caddo Parish,32.577195,-93.882423,290.2,40467,33.4
22033,LA,East Baton Rouge Parish,30.544002,-91.093174,966.6,52945,27.3
22039,LA,Evangeline Parish,30.720693,-92.404086,51.3,34113,39.8
22043,LA,Grant Parish,31.597787,-92.561716,34.7,43502,43.5
22051,LA,Jefferson Parish,29.5033,-90.036231,1463.1,50871,31.2
22057,LA,Lafourche Parish,29.491993,-90.394849,90.2,52651,40.2
22061,LA,Lincoln Parish,32.601148,-92.662082,99.1,36525,27.3
22063,LA,Livingston Parish,30.440419,-90.727474,197.5,63088,39
22069,LA,Natchitoches Parish,31.734982,-93.086106,31.6,36298,35
22071,LA,Orleans Parish,30.068636,-89.939007,2029.4,38855,22.9
22073,LA,Ouachita Parish,32.477495,-92.154798,251.8,44371,33.9
22077,LA,Pointe Coupee Parish,30.708319,-91.604621,40.9,46603,40.2
22079,LA,Rapides Parish,31.193204,-92.535953,99.9,48116,37.5
