FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18
36107,NY,Tioga County,42.178057,-76.29745,98.6,60309,36.1
36117,NY,Wayne County,43.458758,-77.063164,155.3,61118,34.6
37019,NC,Brunswick County,34.038708,-78.227688,126.8,60163,28.6
37053,NC,Currituck County,36.372174,-75.941224,89.9,64426,27.7
37055,NC,Dare County,35.606269,-75.767536,88.5,64768,23.2
37061,NC,Duplin County,34.934403,-77.933543,71.7,42725,32.5
37089,NC,Henderson County,35.336424,-82.479634,286.1,54012,24.3
37095,NC,Hyde County,35.408157,-76.153687,9.5,40653,41.5
37113,NC,Macon County,35.152959,-83.421901,65.8,46426,30.6
37135,NC,Orange County,36.062499,-79.119355,336.2,71920,14.8
37177,NC,Tyrrell County,35.87042,-76.165345,11.3,36765,39.3
37199,NC,Yancey County,35.889504,-82.30398,57,44756,32.6
38025,ND,Dunn County,47.35461,-102.612365,1.8,66383,35
38049,ND,McHenry County,48.233842,-100.633267,2.9,54795,34.1
38069,ND,Pierce County,48.238883,-99.966497,4.3,47360,35.4
38099,ND,Walsh County,48.376979,-97.72223,8.7,59705,33.9
39009,OH,Athens County,39.333848,-82.046008,128.6,40416,34.9
39019,OH,Carroll County,40.579884,-81.090787,73.1,50002,47.9
39031,OH,Coshocton County,40.29672,-81.930112,65.4,46420,48.4
39059,OH,Guernsey County,40.056665,-81.497875,76.8,44623,44.1
39075,OH,Holmes County,40.565309,-81.929869,100.3,60828,33.2
39161,OH,Van Wert County,40.85552,-84.585775,70.3,54331,46.1
40033,OK,Cotton County,34.290676,-98.373438,9.8,43386,43.4
40051,OK,Grady County,35.021058,-97.88689,47.6,56489,39.8
40067,OK,Jefferson County,34.105092,-97.838814,8.5,37338,39.4
40089,OK,McCurtain County,34.117073,-94.766086,17.9,37390,43.5
40103,OK,Noble County,36.384901,-97.236335,15.8,54210,39.9
40151,OK,Woods County,36.765141,-98.868967,6.9,51715,29.8
41011,OR,Coos County,43.184193,-124.092557,39.5,48352,30.2
41061,OR,Union County,45.304047,-117.999136,12.6,50616,32.7
42003,PA,Allegheny County,40.46892,-79.98092,1675.6,59881,27.8
42031,PA,Clarion County,41.198239,-79.420404,66.6,46284,45
42047,PA,Elk County,41.427334,-78.653938,38.6,54876,48.5
42059,PA,Greene County,39.848983,-80.225694,67.2,50956,46.4
42115,PA,Susquehanna County,41.819665,-75.800969,52.7,52573,45.5
42121,PA,Venango County,41.40198,-79.754418,81.5,45761,48.4
42129,PA,Westmoreland County,40.311068,-79.466688,355.4,58398,37.5
45015,SC,Berkeley County,33.2077,-79.953655,161.8,62204,29.7
45019,SC,Charleston County,32.800458,-79.94248,382.3,62958,22.7
45045,SC,Greenville County,34.892645,-82.372077,574.7,61162,24.7
45051,SC,Horry County,33.909269,-78.976675,237.5,49082,32.8
46017,SD,Buffalo County,44.044306,-99.203998,4.1,25973,39.8
46035,SD,Davison County,43.680439,-98.155868,44.8,51724,30.6
46085,SD,Lyman County,43.894812,-99.841925,2.3,47429,38.1
46102,SD,Oglala Lakota County,43.341937,-102.55948,NA,31662,25.3
46121,SD,Todd County,43.208172,-100.717204,6.9,31876,29.5
47037,TN,Davidson County,36.169129,-86.78479,1243.3,60799,22.7
47111,TN,Macon County,36.537838,-86.001231,72.4,42265,46.2
47181,TN,Wayne County,35.242687,-87.819703,23.2,38879,44.4
48001,TX,Anderson County,31.841266,-95.661744,55,45969,36.2
48021,TX,Bastrop County,30.103128,-97.311859,83.5,61883,29.4
48029,TX,Bexar County,29.448671,-98.520147,1383.1,54210,25.2
48041,TX,Brazos County,30.656725,-96.302389,332.8,50113,19.6
48043,TX,Brewster County,29.808997,-103.252458,1.5,45670,20.4
48045,TX,Briscoe County,34.525173,-101.205893,1.8,44409,33.4
48051,TX,Burleson County,30.493487,-96.622091,26.1,53626,39.2
48053,TX,Burnet County,30.789616,-98.201195,43,56696,31.1
48055,TX,Caldwell County,29.840422,-97.631097,69.8,52588,37.3
48059,TX,Callahan County,32.29315,-99.372249,15.1,50330,38
48071,TX,Chambers County,29.703933,-94.668875,58.8,89513,29.1
48105,TX,Crockett County,30.717532,-101.404211,1.3,49117,34.3
48109,TX,Culberson County,31.445909,-104.526945,0.6,42164,37.8
48135,TX,Ector County,31.865301,-102.542507,152.8,60431,30.1
48149,TX,Fayette County,29.877886,-96.921231,25.8,55776,40.3
48153,TX,Floyd County,34.073731,-101.303274,6.5,39891,27.9
48163,TX,Frio County,28.869334,-99.108788,15.2,41038,35.7
48167,TX,Galveston County,29.228706,-94.894865,769.9,71959,25.5
48169,TX,Garza County,33.183792,-101.301134,7.2,46490,27.9
48171,TX,Gillespie County,30.32639,-98.942106,23.5,61433,30.6
48185,TX,Grimes County,30.543231,-95.988082,33.8,49498,35.6
48205,TX,Hartley County,35.840244,-102.610047,4.1,72451,38.4
48209,TX,Hays County,30.061225,-98.029267,231.7,68180,22.3
48213,TX,Henderson County,32.211633,-95.853418,89.9,43337,33.7
48217,TX,Hill County,31.98224,-97.129886,36.6,48670,34.6
48245,TX,Jefferson County,29.854,-94.149331,287.9,48121,32.6
48267,TX,Kimble County,30.479472,-99.746396,3.7,42503,31.1
48277,TX,Lamar County,33.667263,-95.570348,54.9,45767,33.6
48283,TX,La Salle County,28.351098,-99.096774,4.6,40072,42.5
48285,TX,Lavaca County,29.382578,-96.923633,19.9,51128,41.2
48289,TX,Leon County,31.300493,-95.995622,15.7,47065,38.8
48299,TX,Llano County,30.707585,-98.68469,20.7,54019,25.9
48305,TX,Lynn County,33.178412,-101.818493,6.6,43436,29.6
48309,TX,McLennan County,31.549493,-97.201472,226.5,48858,27.6
48313,TX,Madison County,30.966878,-95.930372,29.3,45445,38.7
48327,TX,Menard County,30.883707,-99.854936,2.5,35881,35.1
48331,TX,Milam County,30.791242,-96.984395,24.3,46720,38.2
48353,TX,Nolan County,32.312338,-100.418108,16.7,42522,33.1
48377,TX,Presidio County,30.005891,-104.261619,2,37738,19.1
48383,TX,Reagan County,31.372895,-101.513901,2.9,65273,38.5
48389,TX,Reeves County,31.308366,-103.712706,5.2,45341,27.6
48395,TX,Robertson County,31.025481,-96.514941,19.4,44917,36.7
48411,TX,San Saba County,31.155138,-98.819292,5.4,43827,33.8
48413,TX,Schleicher County,30.896233,-100.527216,2.6,47317,24
48415,TX,Scurry County,32.744462,-100.913399,18.7,53059,32.3
48417,TX,Shackelford County,32.743788,-99.347045,3.7,57126,22.6
48437,TX,Swisher County,34.53046,-101.732852,8.8,43084,31.7
48453,TX,Travis County,30.239513,-97.69127,1034.4,76255,16.8
48455,TX,Trinity County,31.087483,-95.153291,21,40486,37.5
48469,TX,Victoria County,28.79637,-96.971198,98.4,51646,30.4
48475,TX,Ward County,31.513069,-103.105113,12.8,53621,35.2
48477,TX,Washington County,30.215075,-96.410272,55.8,54332,32.6
48493,TX,Wilson County,29.174303,-98.085899,53.4,71207,35.9
48507,TX,Zavala County,28.864652,-99.75983,9,30076,31.3
49011,UT,Davis County,41.037045,-112.202123,1025.8,84381,20.9
49023,UT,Juab County,39.710827,-112.794262,3,65379,37.3
49025,UT,Kane County,37.275118,-111.815413,1.8,52355,24
49027,UT,Millard County,39.09454,-113.525014,1.9,58644,31
49029,UT,Morgan County,41.091027,-111.577885,15.5,98875,17.7
49037,UT,San Juan County,37.623064,-109.78932,1.9,42982,30.6
49041,UT,Sevier County,38.746825,-111.81193,10.9,54339,33.1
49043,UT,Summit County,40.87206,-110.968486,19.4,105374,15
49045,UT,Tooele County,40.467692,-113.124015,8.4,73584,30.3
49047,UT,Uintah County,40.125887,-109.517748,7.3,63631,35.2
50007,VT,Chittenden County,44.460676,-73.070525,291.7,74240,19.2
50015,VT,Lamoille County,44.603504,-72.638356,53.3,60230,25.1
50027,VT,Windsor County,43.588143,-72.591515,58.5,57438,30.1
51043,VA,Clarke County,39.115931,-77.992004,79.7,84021,28.9
51131,VA,Northampton County,37.302629,-75.923868,58.5,43157,35.9
51157,VA,Rappahannock County,38.684522,-78.168824,27.7,71035,28.7
51159,VA,Richmond County,37.942894,-76.730561,48.3,49399,38.8
51187,VA,Warren County,38.908187,-78.207131,176,65635,36
51193,VA,Westmoreland County,38.109191,-76.80417,76.1,51414,32.6
51640,VA,Galax city,36.66564,-80.914308,854.7,36571,33.3
51820,VA,Waynesboro city,38.067157,-78.90142,1396.8,47117,32.8
53021,WA,Franklin County,46.53458,-118.906944,62.9,60483,26
53059,WA,Skamania County,46.024782,-121.953227,6.7,64344,31
54009,WV,Brooke County,40.272645,-80.578691,269.8,48342,41.7
54037,WV,Jefferson County,39.307399,-77.86322,255.2,75027,32.1
54041,WV,Lewis County,38.988844,-80.495518,42.5,40691,49.5
54049,WV,Marion County,39.505839,-80.243402,182.7,46244,40.2
54051,WV,Marshall County,39.854717,-80.671378,108.4,50064,43.2
54061,WV,Monongalia County,39.633645,-80.059074,267.1,51070,28.8
54069,WV,Ohio County,40.098932,-80.620728,420,48689,34.8
54071,WV,Pendleton County,38.686836,-79.333707,11.1,40415,51.9
54075,WV,Pocahontas County,38.332513,-80.012092,9.3,39467,47.5
54083,WV,Randolph County,38.781087,-79.867783,28.3,40064,48.4
54095,WV,Tyler County,39.465981,-80.879493,35.9,46054,48.7
54097,WV,Upshur County,38.902537,-80.231335,68.4,41213,48
54103,WV,Wetzel County,39.596574,-80.634394,46.3,44685,50.7
54105,WV,Wirt County,39.020034,-81.382975,24.6,44837,43.2
54107,WV,Wood County,39.211679,-81.515928,237.4,45278,34.9
55011,WI,Buffalo County,44.389759,-91.758714,20.2,59087,41.5
55041,WI,Forest County,45.666882,-88.773225,9.2,45156,38.6
55077,WI,Marquette County,43.826053,-89.409095,33.8,46964,41.8
55081,WI,Monroe County,43.945175,-90.619969,49.6,58391,37.3
55091,WI,Pepin County,44.627436,-91.83489,32.2,56348,39.7
56003,WY,Big Horn County,44.525654,-107.993321,3.7,55195,29.1
56005,WY,Campbell County,44.241321,-105.552029,9.6,78112,34
56013,WY,Fremont County,43.055303,-108.605531,4.4,51204,31.1
56021,WY,Laramie County,41.29283,-104.660395,34.2,63839,25.8
56037,WY,Sweetwater County,41.660339,-108.875676,4.2,73315,33.3
